sample,contig,plasmid_score,chrom_score,label
bant-SAMN10984861,45,0.99454945,0.017472805,plasmid
bant-SAMN10984861,46,0.9933923,0.01912637,plasmid
bant-SAMN10984861,47,0.7456109,0.8369817,ambiguous
bant-SAMN10984861,48,0.04147261,0.97730994,chromosome
bant-SAMN10984861,49,0.005893398,0.9941216,chromosome
bant-SAMN10984861,50,0.044244934,0.97330815,chromosome
bant-SAMN10984861,51,0.9907307,0.21381089,plasmid
bant-SAMN10984861,52,0.00091156265,0.99913245,chromosome
bant-SAMN10984861,53,0.0016570748,0.99839324,chromosome
bant-SAMN10984861,54,0.032785315,0.9848163,chromosome
bant-SAMN10984861,55,0.0467647,0.97849107,chromosome
bant-SAMN10984861,56,0.0002190242,0.9998179,chromosome
bant-SAMN10984861,57,0.97110075,0.10185041,plasmid
bant-SAMN10984861,58,0.8518864,0.8572023,ambiguous
bant-SAMN10984861,59,0.0009499835,0.9996331,chromosome
bant-SAMN10984861,60,0.00054756174,0.9997509,chromosome
bant-SAMN10984861,61,0.020581018,0.9950027,chromosome
bant-SAMN10984861,62,0.46896067,0.9675195,chromosome
bant-SAMN10984861,63,0.0001504325,0.9999403,chromosome
bant-SAMN10984861,64,0.0051062405,0.9956108,chromosome
bant-SAMN10984861,65,0.02135954,0.9987286,chromosome
bant-SAMN10984861,66,0.7971647,0.8993695,ambiguous
bant-SAMN10984861,67,0.9652753,0.15233387,plasmid
bant-SAMN10984861,68,0.02064853,0.9952466,chromosome
bant-SAMN10984861,69,0.6367111,0.93838423,ambiguous
bant-SAMN10984861,70,0.9828598,0.4891925,plasmid
bant-SAMN10984861,71,0.9867495,0.28490514,plasmid
ypest-SAMN10984860,1,0.02312508,0.9776834,chromosome
ypest-SAMN10984860,2,0.04617135,0.953196,chromosome
ypest-SAMN10984860,3,0.023242943,0.9747171,chromosome
ypest-SAMN10984860,4,0.031105675,0.9665912,chromosome
ypest-SAMN10984860,5,0.004565206,0.9959046,chromosome
ypest-SAMN10984860,6,0.01757424,0.98040307,chromosome
ypest-SAMN10984860,7,0.020522203,0.97719294,chromosome
ypest-SAMN10984860,8,0.02079321,0.97665536,chromosome
ypest-SAMN10984860,9,0.03396052,0.96275705,chromosome
ypest-SAMN10984860,10,0.020646496,0.97660476,chromosome
ypest-SAMN10984860,11,0.055893604,0.9405955,chromosome
ypest-SAMN10984860,12,0.0032605475,0.9970381,chromosome
ypest-SAMN10984860,13,0.0716831,0.9243573,chromosome
ypest-SAMN10984860,14,0.04824818,0.9476431,chromosome
ypest-SAMN10984860,15,0.051137116,0.9495966,chromosome
ypest-SAMN10984860,16,0.06405144,0.9380473,chromosome
ypest-SAMN10984860,17,0.0017920673,0.99841666,chromosome
ypest-SAMN10984860,18,0.40681016,0.5776876,chromosome
ypest-SAMN10984860,19,0.038750254,0.96089756,chromosome
ypest-SAMN10984860,20,0.053759,0.941281,chromosome
ypest-SAMN10984860,21,0.004009863,0.996431,chromosome
ypest-SAMN10984860,22,0.04770883,0.9541075,chromosome
ypest-SAMN10984860,23,0.040078983,0.9573326,chromosome
ypest-SAMN10984860,24,0.051816452,0.9426915,chromosome
ypest-SAMN10984860,25,0.009093296,0.9916574,chromosome
ypest-SAMN10984860,26,0.043397725,0.9515235,chromosome
ypest-SAMN10984860,27,0.033604834,0.9652244,chromosome
ypest-SAMN10984860,28,0.057801235,0.9372799,chromosome
ypest-SAMN10984860,29,0.030001288,0.9653296,chromosome
ypest-SAMN10984860,30,0.090730436,0.90470994,chromosome
ypest-SAMN10984860,31,0.083045565,0.91114473,chromosome
ypest-SAMN10984860,32,0.029618297,0.96562207,chromosome
ypest-SAMN10984860,33,0.16783737,0.8245815,chromosome
ypest-SAMN10984860,34,0.036896933,0.9579907,chromosome
ypest-SAMN10984860,35,0.003860913,0.99655545,chromosome
ypest-SAMN10984860,36,0.06395591,0.92995006,chromosome
ypest-SAMN10984860,37,0.016247215,0.98105454,chromosome
ypest-SAMN10984860,38,0.06346498,0.93436545,chromosome
ypest-SAMN10984860,39,0.2585651,0.7271007,chromosome
ypest-SAMN10984860,40,0.11115204,0.8806125,chromosome
ypest-SAMN10984860,41,0.07624615,0.91546726,chromosome
ypest-SAMN10984860,42,0.09163031,0.8997418,chromosome
ypest-SAMN10984860,43,0.07393596,0.91720456,chromosome
ypest-SAMN10984860,44,0.011755907,0.9883366,chromosome
ypest-SAMN10984860,45,0.04256063,0.9551735,chromosome
ypest-SAMN10984860,46,0.050599214,0.9415796,chromosome
ypest-SAMN10984860,47,0.023532696,0.9732056,chromosome
ypest-SAMN10984860,48,0.05365219,0.9379396,chromosome
ypest-SAMN10984860,49,0.018675823,0.9782301,chromosome
ypest-SAMN10984860,50,0.005652764,0.99478394,chromosome
ypest-SAMN10984860,51,0.05959445,0.93210226,chromosome
ypest-SAMN10984860,52,0.06617391,0.92468905,chromosome
ypest-SAMN10984860,53,0.051225312,0.9407608,chromosome
ypest-SAMN10984860,54,0.07077849,0.9270706,chromosome
ypest-SAMN10984860,55,0.039487857,0.95309114,chromosome
ypest-SAMN10984860,56,0.035494044,0.9576522,chromosome
ypest-SAMN10984860,57,0.09917851,0.89013666,chromosome
ypest-SAMN10984860,58,0.08235612,0.9067886,chromosome
ypest-SAMN10984860,59,0.11091601,0.87683034,chromosome
ypest-SAMN10984860,60,0.048930198,0.9419429,chromosome
ypest-SAMN10984860,61,0.014708311,0.9872394,chromosome
ypest-SAMN10984860,62,0.036997713,0.96088076,chromosome
ypest-SAMN10984860,63,0.035194907,0.9579327,chromosome
ypest-SAMN10984860,64,0.105004415,0.8828519,chromosome
ypest-SAMN10984860,65,0.24996239,0.7337656,chromosome
ypest-SAMN10984860,66,0.0041731917,0.9962618,chromosome
ypest-SAMN10984860,67,0.05173378,0.93876714,chromosome
ypest-SAMN10984860,68,0.031979192,0.9672504,chromosome
ypest-SAMN10984860,69,0.13425873,0.85243887,chromosome
ypest-SAMN10984860,70,0.051640153,0.93787163,chromosome
ypest-SAMN10984860,71,0.09740797,0.88973475,chromosome
ypest-SAMN10984860,72,0.090023845,0.89678484,chromosome
ypest-SAMN10984860,73,0.35165066,0.6219258,chromosome
ypest-SAMN10984860,74,0.04460023,0.9464467,chromosome
ypest-SAMN10984860,75,0.07067255,0.91611284,chromosome
ypest-SAMN10984860,76,0.00295719,0.99738973,chromosome
ypest-SAMN10984860,77,0.00684229,0.9934536,chromosome
ypest-SAMN10984860,78,0.11238352,0.87061584,chromosome
ypest-SAMN10984860,79,0.07499223,0.92734236,chromosome
ypest-SAMN10984860,80,0.06560932,0.92792857,chromosome
ypest-SAMN10984860,81,0.073506735,0.91348565,chromosome
ypest-SAMN10984860,82,0.07972516,0.9151417,chromosome
ypest-SAMN10984860,83,0.12155571,0.86029476,chromosome
ypest-SAMN10984860,84,0.26049495,0.71527576,chromosome
ypest-SAMN10984860,85,0.00063370075,0.9994087,chromosome
ypest-SAMN10984860,86,0.017298248,0.9815594,chromosome
ypest-SAMN10984860,87,0.05377543,0.9346082,chromosome
ypest-SAMN10984860,88,0.0712491,0.91351575,chromosome
ypest-SAMN10984860,89,0.2730773,0.69862807,chromosome
ypest-SAMN10984860,90,0.17771627,0.80286974,chromosome
ypest-SAMN10984860,91,0.10834383,0.87430286,chromosome
ypest-SAMN10984860,92,0.67106014,0.2858769,plasmid
ypest-SAMN10984860,93,0.05128615,0.94132686,chromosome
ypest-SAMN10984860,94,0.03114555,0.9708292,chromosome
ypest-SAMN10984860,95,0.06394582,0.9278993,chromosome
ypest-SAMN10984860,96,0.0015544847,0.9985713,chromosome
ypest-SAMN10984860,97,0.06734062,0.9182768,chromosome
ypest-SAMN10984860,98,0.37199727,0.6087476,chromosome
ypest-SAMN10984860,99,0.20885421,0.76559526,chromosome
ypest-SAMN10984860,100,0.0144958515,0.9877874,chromosome
ypest-SAMN10984860,101,0.22292148,0.75459653,chromosome
ypest-SAMN10984860,102,0.0058404314,0.9944214,chromosome
ypest-SAMN10984860,103,0.06595275,0.9187741,chromosome
ypest-SAMN10984860,104,0.39990625,0.56386626,chromosome
ypest-SAMN10984860,105,0.20129848,0.77049947,chromosome
ypest-SAMN10984860,106,0.606014,0.35325786,plasmid
ypest-SAMN10984860,107,0.46049377,0.49765676,unlabeled
ypest-SAMN10984860,108,0.04654896,0.9446759,chromosome
ypest-SAMN10984860,109,0.059673,0.9270183,chromosome
ypest-SAMN10984860,110,0.052966762,0.9346121,chromosome
ypest-SAMN10984860,111,0.1890473,0.79402024,chromosome
ypest-SAMN10984860,112,0.15868634,0.8131119,chromosome
ypest-SAMN10984860,113,0.019168735,0.9808282,chromosome
ypest-SAMN10984860,114,0.11117654,0.8650168,chromosome
ypest-SAMN10984860,115,0.099414386,0.878186,chromosome
ypest-SAMN10984860,116,0.26401493,0.70158476,chromosome
ypest-SAMN10984860,117,0.26949003,0.6938955,chromosome
ypest-SAMN10984860,118,0.13991387,0.8322286,chromosome
ypest-SAMN10984860,119,0.26742205,0.716775,chromosome
ypest-SAMN10984860,120,0.044546843,0.95560646,chromosome
ypest-SAMN10984860,121,0.076972544,0.90461314,chromosome
ypest-SAMN10984860,122,0.61756116,0.34207428,plasmid
ypest-SAMN10984860,123,0.34006378,0.623658,chromosome
ypest-SAMN10984860,124,0.06294373,0.9276631,chromosome
ypest-SAMN10984860,125,0.15302154,0.8374157,chromosome
ypest-SAMN10984860,126,0.20234638,0.7662576,chromosome
ypest-SAMN10984860,127,0.27898005,0.93000096,chromosome
ypest-SAMN10984860,128,0.14229408,0.8266942,chromosome
ypest-SAMN10984860,129,0.10707372,0.86754936,chromosome
ypest-SAMN10984860,130,0.10431764,0.87094104,chromosome
ypest-SAMN10984860,131,0.76783526,0.22358918,plasmid
ypest-SAMN10984860,132,0.4146316,0.5369274,chromosome
ypest-SAMN10984860,133,0.6715095,0.29134235,plasmid
ypest-SAMN10984860,134,0.6100835,0.35094962,plasmid
ypest-SAMN10984860,135,0.118315786,0.8540326,chromosome
ypest-SAMN10984860,136,0.18408641,0.78174406,chromosome
ypest-SAMN10984860,137,0.0015702919,0.99827886,chromosome
ypest-SAMN10984860,138,0.6235017,0.3369118,plasmid
ypest-SAMN10984860,139,0.18807846,0.7768339,chromosome
ypest-SAMN10984860,140,0.561415,0.39846584,plasmid
ypest-SAMN10984860,141,0.43909502,0.51693606,chromosome
ypest-SAMN10984860,142,0.70180047,0.8885279,ambiguous
ypest-SAMN10984860,143,0.64487255,0.31772634,plasmid
ypest-SAMN10984860,144,0.08214353,0.90708417,chromosome
ypest-SAMN10984860,145,0.24800563,0.7117648,chromosome
ypest-SAMN10984860,146,0.13554601,0.83372694,chromosome
ypest-SAMN10984860,147,0.17216328,0.79264235,chromosome
ypest-SAMN10984860,148,0.014629109,0.98583084,chromosome
ypest-SAMN10984860,149,0.053339645,0.9486605,chromosome
ypest-SAMN10984860,150,0.71157247,0.25155458,plasmid
ypest-SAMN10984860,151,0.47529823,0.49222988,unlabeled
ypest-SAMN10984860,152,0.32519218,0.65777004,chromosome
ypest-SAMN10984860,153,0.22155118,0.7358682,chromosome
ypest-SAMN10984860,154,0.1561169,0.8250678,chromosome
ypest-SAMN10984860,155,0.29583138,0.6637654,chromosome
ypest-SAMN10984860,156,0.93586594,0.6347886,ambiguous
ypest-SAMN10984860,157,0.31135136,0.64720094,chromosome
ypest-SAMN10984860,158,0.22274573,0.7352522,chromosome
ypest-SAMN10984860,159,0.59001756,0.3820633,plasmid
ypest-SAMN10984860,160,0.73614764,0.9956346,ambiguous
ypest-SAMN10984860,161,0.09257836,0.9209925,chromosome
ypest-SAMN10984860,162,0.7933924,0.94505364,ambiguous
ypest-SAMN10984860,163,0.01851252,0.9948349,chromosome
ypest-SAMN10984860,164,0.43691272,0.5399703,chromosome
ypest-SAMN10984860,165,0.00359195,0.9965959,chromosome
ypest-SAMN10984860,166,0.0026448432,0.9973241,chromosome
ypest-SAMN10984860,167,0.30402777,0.65598464,chromosome
ypest-SAMN10984860,168,0.0011519174,0.99882203,chromosome
ypest-SAMN10984860,169,0.19793098,0.7617702,chromosome
ypest-SAMN10984860,170,0.57827187,0.9872649,ambiguous
ypest-SAMN10984860,171,0.42081326,0.5555716,chromosome
ypest-SAMN10984860,172,0.07373155,0.91226614,chromosome
ypest-SAMN10984860,173,0.6552831,0.88885915,ambiguous
ypest-SAMN10984860,174,0.14470774,0.82618105,chromosome
ypest-SAMN10984860,175,0.002995139,0.99697757,chromosome
ypest-SAMN10984860,176,0.001248553,0.9987501,chromosome
ypest-SAMN10984860,177,0.00017794185,0.99992156,chromosome
ypest-SAMN10984860,178,0.00039473796,0.999605,chromosome
ypest-SAMN10984860,179,0.0005027328,0.9994881,chromosome
ypest-SAMN10984860,180,0.33011153,0.637888,chromosome
ypest-SAMN10984860,181,0.4901836,0.5096591,chromosome
ypest-SAMN10984860,182,0.06348905,0.97014266,chromosome
ypest-SAMN10984860,183,0.00058995816,0.9994425,chromosome
ypest-SAMN10984860,184,0.61731446,0.99808466,ambiguous
ypest-SAMN10984860,185,0.56025565,0.9758286,ambiguous
ypest-SAMN10984860,186,0.2895939,0.6727665,chromosome
ypest-SAMN10984860,187,0.11810118,0.9722329,chromosome
ypest-SAMN10984860,188,0.040981397,0.9936492,chromosome
ypest-SAMN10984860,189,0.00045825372,0.99957424,chromosome
ypest-SAMN10984860,190,0.0052458164,0.99904484,chromosome
ypest-SAMN10984860,191,0.00014200197,0.99995315,chromosome
ypest-SAMN10984860,192,0.29064155,0.6756745,chromosome
ypest-SAMN10984860,193,0.0008460826,0.9998098,chromosome
ypest-SAMN10984860,194,0.043205276,0.9624559,chromosome
ypest-SAMN10984860,195,0.07996682,0.93006295,chromosome
ypest-SAMN10984860,196,0.00015928448,0.9998559,chromosome
ypest-SAMN10984860,197,0.0001121929,0.9998995,chromosome
ypest-SAMN10984860,198,0.50241065,0.51004255,ambiguous
ypest-SAMN10984860,199,0.60382766,0.9431323,ambiguous
ypest-SAMN10984860,200,0.00040624515,0.9998223,chromosome
ypest-SAMN10984860,201,0.7320264,0.8840319,ambiguous
ypest-SAMN10984860,202,0.10221416,0.9049459,chromosome
ypest-SAMN10984860,203,0.32926118,0.92920303,chromosome
ypest-SAMN10984860,204,0.0028660356,0.9985292,chromosome
ypest-SAMN10984860,205,0.25950295,0.77471924,chromosome
ypest-SAMN10984860,206,0.93169355,0.26535633,plasmid
ypest-SAMN10984860,207,0.6059211,0.45271862,plasmid
ypest-SAMN10984860,208,0.025050582,0.9778456,chromosome
ypest-SAMN10984860,209,0.43473652,0.67231065,chromosome
ypest-SAMN10984860,210,0.07142465,0.98317575,chromosome
ypest-SAMN10984860,211,0.36838332,0.61273783,chromosome
ypest-SAMN10984860,212,0.35679442,0.70427454,chromosome
ypest-SAMN10984860,213,0.2576872,0.7186554,chromosome
ypest-SAMN10984860,214,0.17529096,0.97596866,chromosome
ypest-SAMN10984860,215,0.26306555,0.99879646,chromosome
ypest-SAMN10984860,216,0.95525485,0.17349102,plasmid
ypest-SAMN10984860,217,0.07330626,0.98481435,chromosome
ypest-SAMN10984860,218,0.00091883115,0.99924064,chromosome
ypest-SAMN10984860,219,0.00041345402,0.99965227,chromosome
ypest-SAMN10984860,220,0.17321755,0.9639458,chromosome
ypest-SAMN10984860,221,0.3464769,0.6899791,chromosome
ypest-SAMN10984860,222,0.14453182,0.8673419,chromosome
ypest-SAMN10984860,223,0.02498392,0.9793229,chromosome
ypest-SAMN10984860,224,0.055257585,0.95403475,chromosome
ypest-SAMN10984860,225,9.874596e-05,0.99995446,chromosome
ypest-SAMN10984860,226,0.594903,0.46122256,plasmid
ypest-SAMN10984860,227,0.0012214838,0.99975485,chromosome
ypest-SAMN10984860,228,0.012767593,0.9900276,chromosome
ypest-SAMN10984860,229,0.0049053286,0.99584085,chromosome
ypest-SAMN10984860,230,0.6298104,0.988489,ambiguous
ypest-SAMN10984860,231,0.6294377,0.49552056,plasmid
ypest-SAMN10984860,232,0.0008829155,0.9998534,chromosome
ypest-SAMN10984860,233,0.0008670477,0.9993667,chromosome
ypest-SAMN10984860,234,0.00023607751,0.99982834,chromosome
ypest-SAMN10984860,235,0.27834195,0.9841172,chromosome
ypest-SAMN10984860,236,0.046323042,0.9958022,chromosome
ypest-SAMN10984860,237,0.0020090328,0.9995141,chromosome
ypest-SAMN10984860,238,0.14268544,0.95900404,chromosome
ypest-SAMN10984860,239,0.010471536,0.99900025,chromosome
ypest-SAMN10984860,240,0.027121875,0.99062985,chromosome
ypest-SAMN10984860,241,0.0058924006,0.99930966,chromosome
ypest-SAMN10984860,242,0.002059645,0.9997807,chromosome
ypest-SAMN10984860,243,0.15400961,0.9496532,chromosome
ypest-SAMN10984860,244,0.022406429,0.99440867,chromosome
ypest-SAMN10984860,245,0.0022117242,0.99943167,chromosome
ypest-SAMN10984860,246,0.9297498,0.6893115,ambiguous
ypest-SAMN10984860,247,0.0017684954,0.99966574,chromosome
ypest-SAMN10984860,248,0.8608063,0.8693694,ambiguous
ypest-SAMN10984860,249,0.4790444,0.70772904,chromosome
ypest-SAMN10984860,250,0.39347905,0.93861073,chromosome
ypest-SAMN10984860,251,0.0005587075,0.99988544,chromosome
ypest-SAMN10984860,252,0.3696527,0.913575,chromosome
ypest-SAMN10984860,253,0.08635142,0.9848241,chromosome
ypest-SAMN10984860,254,0.004882896,0.9981833,chromosome
ypest-SAMN10984860,255,0.00036818278,0.9999399,chromosome
ypest-SAMN10984860,256,0.4723201,0.9940475,chromosome
ypest-SAMN10984860,257,0.0007463163,0.99988866,chromosome
ypest-SAMN10984860,258,0.07914976,0.9696475,chromosome
ypest-SAMN10984860,259,0.45749,0.9582369,chromosome
ypest-SAMN10984860,260,0.10765665,0.98696357,chromosome
ypest-SAMN10984860,261,0.21339367,0.9944601,chromosome
ypest-SAMN10984860,262,0.002676126,0.99944466,chromosome
ypest-SAMN10984860,263,0.018990846,0.9963058,chromosome
ypest-SAMN10984860,264,0.0031140947,0.9976338,chromosome
ypest-SAMN10984860,265,0.0025525484,0.9979963,chromosome
ypest-SAMN10984860,266,0.60815185,0.9474424,ambiguous
ypest-SAMN10984860,267,0.3888327,0.9609823,chromosome
ypest-SAMN10984860,268,8.534153e-05,0.9999416,chromosome
ypest-SAMN10984860,269,7.49924e-05,0.99994874,chromosome
ypest-SAMN10984860,270,0.046351388,0.9652325,chromosome
ypest-SAMN10984860,271,0.042191308,0.9676031,chromosome
