sample,contig,plasmid_score,chrom_score,label
yent-SAMEA7965450,91,0.14280145,0.8273509,chromosome
yent-SAMEA7965450,92,0.22299969,0.73855233,chromosome
yent-SAMEA7965450,93,0.13940255,0.83051306,chromosome
yent-SAMEA7965450,94,0.32219484,0.64010805,chromosome
yent-SAMEA7965450,95,0.5992818,0.42441317,plasmid
yent-SAMEA7965450,96,0.9800525,0.022707961,plasmid
yent-SAMEA7965450,97,0.071399815,0.9196214,chromosome
yent-SAMEA7965450,98,0.17813304,0.78707266,chromosome
yent-SAMEA7965450,99,0.13422385,0.83479977,chromosome
yent-SAMEA7965450,100,0.5521961,0.47556582,plasmid
yent-SAMEA7965450,101,0.12635179,0.9648212,chromosome
yent-SAMEA7965450,102,0.34686384,0.6088719,chromosome
yent-SAMEA7965450,103,0.009107047,0.9905973,chromosome
yent-SAMEA7965450,104,0.49701223,0.4716278,unlabeled
yent-SAMEA7965450,105,0.924097,0.6903954,ambiguous
yent-SAMEA7965450,106,0.28583848,0.9611133,chromosome
yent-SAMEA7965450,107,0.07331148,0.9802407,chromosome
yent-SAMEA7965450,108,0.4283423,0.6913798,chromosome
yent-SAMEA7965450,109,0.8953748,0.7153292,ambiguous
yent-SAMEA7965450,110,0.030986559,0.97134644,chromosome
yent-SAMEA7965450,111,0.036747813,0.9658599,chromosome
yent-SAMEA7965450,112,0.51983804,0.9804633,ambiguous
yent-SAMEA7965450,113,0.2215486,0.7924298,chromosome
yent-SAMEA7965450,114,0.25273418,0.7629187,chromosome
yent-SAMEA7965450,115,0.23919201,0.75214666,chromosome
yent-SAMEA7965450,116,0.27225506,0.75005436,chromosome
yent-SAMEA7965450,117,0.2443902,0.77387553,chromosome
yent-SAMEA7965450,118,0.10566327,0.999678,chromosome
yent-SAMEA7965450,119,0.6177112,0.9607514,ambiguous
yent-SAMEA7965450,120,0.29462698,0.7252519,chromosome
yent-SAMEA7965450,121,0.0046479926,0.9955375,chromosome
yent-SAMEA7965450,122,0.15120944,0.9426573,chromosome
yent-SAMEA7965450,123,0.9707261,0.4928539,plasmid
yent-SAMEA7965450,124,0.9456426,0.10226371,plasmid
yent-SAMEA7965450,125,0.12354537,0.9920866,chromosome
yent-SAMEA7965450,126,0.76554626,0.7837276,ambiguous
yent-SAMEA7965450,127,0.17129928,0.84194297,chromosome
yent-SAMEA7965450,128,0.18078315,0.8272594,chromosome
yent-SAMEA7965450,129,0.659338,0.9385629,ambiguous
yent-SAMEA7965450,130,0.9157196,0.8473787,ambiguous
yent-SAMEA7965450,131,0.43837926,0.7163479,chromosome
yent-SAMEA7965450,132,0.11576301,0.9906561,chromosome
yent-SAMEA7965450,133,0.09829565,0.97778386,chromosome
yent-SAMEA7965450,134,0.80809027,0.9397398,ambiguous
yent-SAMEA7965450,135,0.061896823,0.9425769,chromosome
yent-SAMEA7965450,136,0.07256606,0.9358203,chromosome
yent-SAMEA7965450,137,0.9470986,0.36932856,plasmid
yent-SAMEA7965450,138,0.0910186,0.9585508,chromosome
yent-SAMEA7965450,139,0.6965314,0.97845477,ambiguous
yent-SAMEA7965450,140,0.15786359,0.8694944,chromosome
yent-SAMEA7965450,141,0.18485367,0.9674518,chromosome
yent-SAMEA7965450,142,0.0710474,0.96155185,chromosome
yent-SAMEA7965450,143,0.2866636,0.916222,chromosome
yent-SAMEA7965450,144,0.62213314,0.7387151,ambiguous
yent-SAMEA7965450,145,0.06700965,0.9319103,chromosome
yent-SAMEA7965450,146,0.58138895,0.9974655,ambiguous
yent-SAMEA7965450,147,0.7042163,0.97874546,ambiguous
yent-SAMEA7965450,148,0.98895514,0.46062908,plasmid
yent-SAMEA7965450,149,0.86033916,0.21292841,plasmid
yent-SAMEA7965450,150,0.8321158,0.9665513,ambiguous
yent-SAMEA7965450,151,0.8782646,0.19125539,plasmid
yent-SAMEA7965450,152,0.94342875,0.10700535,plasmid
yent-SAMEA7965450,153,0.90341973,0.8400535,ambiguous
yent-SAMEA7965450,154,0.3219279,0.89662516,chromosome
yent-SAMEA7965450,155,0.15197286,0.9310156,chromosome
yent-SAMEA7965450,156,0.6148732,0.98128295,ambiguous
yent-SAMEA7965450,157,0.22655812,0.9595441,chromosome
yent-SAMEA7965450,158,0.10109153,0.98879296,chromosome
yent-SAMEA7965450,159,0.6436542,0.9865432,ambiguous
yent-SAMEA7965450,160,0.67058134,0.7551511,ambiguous
yent-SAMEA7965450,161,0.885976,0.90421534,ambiguous
yent-SAMEA7965450,162,0.9703091,0.49959072,plasmid
yent-SAMEA7965450,163,0.08477966,0.9910042,chromosome
yent-SAMEA7965450,164,0.6976287,0.989546,ambiguous
yent-SAMEA7965450,165,0.18731168,0.9552027,chromosome
yent-SAMEA7965450,166,0.1383158,0.983612,chromosome
yent-SAMEA7965450,167,0.639568,0.4406229,plasmid
yent-SAMEA7965450,168,0.0600819,0.98791367,chromosome
yent-SAMEA7965450,169,0.61758906,0.9724414,ambiguous
yent-SAMEA7965450,170,0.88555527,0.17779042,plasmid
yent-SAMEA7965450,171,0.7016471,0.972471,ambiguous
yent-SAMEA7965450,172,0.22895977,0.95653725,chromosome
yent-SAMEA7965450,173,0.1371993,0.8806943,chromosome
yent-SAMEA7965450,174,0.5856703,0.909124,ambiguous
yent-SAMEA7965450,175,0.76941514,0.9231341,ambiguous
yent-SAMEA7965450,176,0.38680217,0.9170782,chromosome
yent-SAMEA7965450,177,0.6575559,0.9633809,ambiguous
yent-SAMEA7965450,178,0.43685046,0.7029776,chromosome
yent-SAMEA7965450,179,0.8133083,0.94614506,ambiguous
yent-SAMEA7965450,180,0.6136341,0.94576794,ambiguous
yent-SAMEA7965450,181,0.16919057,0.9734543,chromosome
yent-SAMEA7965450,182,0.18990016,0.9460743,chromosome
yent-SAMEA7965450,183,0.64695364,0.9855297,ambiguous
yent-SAMEA7965450,184,0.7791851,0.9229074,ambiguous
yent-SAMEA7965450,185,0.15152973,0.9802593,chromosome
yent-SAMEA7965450,186,0.8810783,0.19261691,plasmid
yent-SAMEA7965450,187,0.14686674,0.8834689,chromosome
yent-SAMEA7965450,188,0.45199946,0.94929916,chromosome
yent-SAMEA7965450,189,0.16438337,0.9676922,chromosome
yent-SAMEA7965451,1,0.013286779,0.98605794,chromosome
yent-SAMEA7965451,2,0.0037478749,0.9968635,chromosome
yent-SAMEA7965451,3,0.0103951255,0.9894609,chromosome
yent-SAMEA7965451,4,0.024006613,0.97394097,chromosome
yent-SAMEA7965451,5,0.025423374,0.97239435,chromosome
yent-SAMEA7965451,6,0.0035623377,0.9968214,chromosome
yent-SAMEA7965451,7,0.044599697,0.94432086,chromosome
yent-SAMEA7965451,8,0.016707413,0.98264354,chromosome
yent-SAMEA7965451,9,0.029073944,0.96814704,chromosome
yent-SAMEA7965451,10,0.023204397,0.97548455,chromosome
yent-SAMEA7965451,11,0.027895968,0.9690026,chromosome
yent-SAMEA7965451,12,0.013949878,0.9855216,chromosome
yent-SAMEA7965451,13,0.020109432,0.9788835,chromosome
yent-SAMEA7965451,14,0.019126555,0.9796147,chromosome
yent-SAMEA7965451,15,0.0019966082,0.9983353,chromosome
yent-SAMEA7965451,16,0.028542133,0.96969587,chromosome
yent-SAMEA7965451,17,0.022623848,0.97648513,chromosome
yent-SAMEA7965451,18,0.04313685,0.9550142,chromosome
yent-SAMEA7965451,19,0.021539655,0.9784284,chromosome
yent-SAMEA7965451,20,0.024149423,0.97400624,chromosome
yent-SAMEA7965451,21,0.005358137,0.9953525,chromosome
yent-SAMEA7965451,22,0.024394322,0.9734238,chromosome
yent-SAMEA7965451,23,0.032822035,0.96501553,chromosome
yent-SAMEA7965451,24,0.01779257,0.9805998,chromosome
yent-SAMEA7965451,25,0.026046304,0.9717619,chromosome
yent-SAMEA7965451,26,0.03932128,0.95458007,chromosome
yent-SAMEA7965451,27,0.037448395,0.95927966,chromosome
yent-SAMEA7965451,28,0.018884731,0.97981066,chromosome
yent-SAMEA7965451,29,0.07064387,0.90822023,chromosome
yent-SAMEA7965451,30,0.027664471,0.96932745,chromosome
yent-SAMEA7965451,31,0.034355525,0.96193886,chromosome
yent-SAMEA7965451,32,0.04506659,0.94781613,chromosome
yent-SAMEA7965451,33,0.054303918,0.93767977,chromosome
yent-SAMEA7965451,34,0.03520102,0.96104234,chromosome
yent-SAMEA7965451,35,0.074325025,0.9038736,chromosome
yent-SAMEA7965451,36,0.031425647,0.96519154,chromosome
yent-SAMEA7965451,37,0.039477147,0.96071976,chromosome
yent-SAMEA7965451,38,0.0033621902,0.997242,chromosome
yent-SAMEA7965451,39,0.028119542,0.9687498,chromosome
yent-SAMEA7965451,40,0.035442,0.96040756,chromosome
yent-SAMEA7965451,41,0.039621264,0.95588654,chromosome
yent-SAMEA7965451,42,0.049952947,0.9451831,chromosome
yent-SAMEA7965451,43,0.014465456,0.9857211,chromosome
yent-SAMEA7965451,44,0.085109495,0.88792187,chromosome
yent-SAMEA7965451,45,0.044471495,0.95129967,chromosome
yent-SAMEA7965451,46,0.0858348,0.8872424,chromosome
yent-SAMEA7965451,47,0.017181298,0.9830709,chromosome
yent-SAMEA7965451,48,0.08635291,0.8869662,chromosome
yent-SAMEA7965451,49,0.013863634,0.9872363,chromosome
yent-SAMEA7965451,50,0.06304263,0.9303172,chromosome
yent-SAMEA7965451,51,0.01907361,0.98098433,chromosome
yent-SAMEA7965451,52,0.9987178,0.0021104268,plasmid
yent-SAMEA7965451,53,0.030711163,0.96444225,chromosome
yent-SAMEA7965451,54,0.048997156,0.9409584,chromosome
yent-SAMEA7965451,55,0.044643108,0.95078146,chromosome
yent-SAMEA7965451,56,0.041391198,0.95244044,chromosome
yent-SAMEA7965451,57,0.05067846,0.94202113,chromosome
yent-SAMEA7965451,58,0.03554801,0.9600028,chromosome
yent-SAMEA7965451,59,0.07635576,0.91516745,chromosome
yent-SAMEA7965451,60,0.24184053,0.7360078,chromosome
yent-SAMEA7965451,61,0.043195296,0.9492177,chromosome
yent-SAMEA7965451,62,0.038250785,0.955069,chromosome
yent-SAMEA7965451,63,0.0053711263,0.9949266,chromosome
yent-SAMEA7965451,64,0.07804481,0.9097702,chromosome
yent-SAMEA7965451,65,0.047665693,0.94411945,chromosome
yent-SAMEA7965451,66,0.06759832,0.92180187,chromosome
yent-SAMEA7965451,67,0.14761841,0.83948773,chromosome
yent-SAMEA7965451,68,0.022523606,0.978228,chromosome
yent-SAMEA7965451,69,0.07154657,0.9176352,chromosome
yent-SAMEA7965451,70,0.12859066,0.8366051,chromosome
yent-SAMEA7965451,71,0.12298184,0.843828,chromosome
yent-SAMEA7965451,72,0.03470442,0.9649407,chromosome
yent-SAMEA7965451,73,0.08593723,0.90307254,chromosome
yent-SAMEA7965451,74,0.00036721985,0.99968505,chromosome
yent-SAMEA7965451,75,0.079891615,0.9069464,chromosome
yent-SAMEA7965451,76,0.010272998,0.99037874,chromosome
yent-SAMEA7965451,77,0.13288184,0.84904003,chromosome
yent-SAMEA7965451,78,0.15421048,0.8243266,chromosome
yent-SAMEA7965451,79,0.095279895,0.88719255,chromosome
yent-SAMEA7965451,80,0.10910417,0.8644103,chromosome
yent-SAMEA7965451,81,0.06230809,0.9243918,chromosome
yent-SAMEA7965451,82,0.16734906,0.79663086,chromosome
yent-SAMEA7965451,83,0.06228296,0.92560685,chromosome
yent-SAMEA7965451,84,0.30791548,0.65266496,chromosome
yent-SAMEA7965451,85,0.19623385,0.7757676,chromosome
yent-SAMEA7965451,86,0.07959775,0.9025346,chromosome
yent-SAMEA7965451,87,0.08639222,0.89751697,chromosome
yent-SAMEA7965451,88,0.11151849,0.8662925,chromosome
yent-SAMEA7965451,89,0.14191888,0.82559305,chromosome
yent-SAMEA7965451,90,0.1616887,0.81024677,chromosome
yent-SAMEA7965451,91,0.99753463,0.0034675025,plasmid
yent-SAMEA7965451,92,0.15351728,0.81784284,chromosome
yent-SAMEA7965451,93,0.124976374,0.84871095,chromosome
yent-SAMEA7965451,94,0.29290712,0.6899692,chromosome
yent-SAMEA7965451,95,0.46312076,0.5146815,chromosome
yent-SAMEA7965451,96,0.06944869,0.9217545,chromosome
yent-SAMEA7965451,97,0.04057204,0.95621127,chromosome
yent-SAMEA7965451,98,0.99510694,0.007296164,plasmid
yent-SAMEA7965451,99,0.23981209,0.7242014,chromosome
yent-SAMEA7965451,100,0.11738986,0.8691979,chromosome
yent-SAMEA7965451,101,0.22104572,0.7829478,chromosome
yent-SAMEA7965451,102,0.3107783,0.6527165,chromosome
yent-SAMEA7965451,103,0.15303096,0.8180129,chromosome
yent-SAMEA7965451,104,0.14743014,0.82299316,chromosome
yent-SAMEA7965451,105,0.4423865,0.5245196,chromosome
yent-SAMEA7965451,106,0.03489769,0.96464825,chromosome
yent-SAMEA7965451,107,0.17548567,0.7884955,chromosome
yent-SAMEA7965451,108,0.16459502,0.8349755,chromosome
yent-SAMEA7965451,109,0.17190601,0.79449147,chromosome
yent-SAMEA7965451,110,0.20489794,0.7551201,chromosome
yent-SAMEA7965451,111,0.15012075,0.81992936,chromosome
yent-SAMEA7965451,112,0.32896218,0.6341185,chromosome
yent-SAMEA7965451,113,0.42253175,0.80234647,chromosome
yent-SAMEA7965451,114,0.10461541,0.8815508,chromosome
yent-SAMEA7965451,115,0.16749066,0.796063,chromosome
yent-SAMEA7965451,116,0.97583735,0.028178994,plasmid
yent-SAMEA7965451,117,0.3807127,0.58947057,chromosome
yent-SAMEA7965451,118,0.3924395,0.5742684,chromosome
yent-SAMEA7965451,119,0.4886721,0.47595635,unlabeled
yent-SAMEA7965451,120,0.44250187,0.53131306,chromosome
yent-SAMEA7965451,121,0.19267684,0.7715395,chromosome
yent-SAMEA7965451,122,0.39775112,0.58478135,chromosome
yent-SAMEA7965451,123,0.37408996,0.65728754,chromosome
yent-SAMEA7965451,124,0.40074575,0.6344104,chromosome
yent-SAMEA7965451,125,0.9850038,0.18478683,plasmid
yent-SAMEA7965451,126,0.0035199863,0.99956805,chromosome
yent-SAMEA7965451,127,0.17187972,0.910577,chromosome
yent-SAMEA7965451,128,0.17148542,0.9899739,chromosome
yent-SAMEA7965451,129,0.99616027,0.045690756,plasmid
yent-SAMEA7965451,130,0.58959055,0.39278635,plasmid
yent-SAMEA7965451,131,0.5560737,0.42900634,plasmid
yent-SAMEA7965451,132,0.42786458,0.9849126,chromosome
yent-SAMEA7965451,133,0.53435254,0.45437014,plasmid
yent-SAMEA7965451,134,0.61106896,0.37778,plasmid
yent-SAMEA7965451,135,0.98321635,0.02684729,plasmid
yent-SAMEA7965451,136,0.019022187,0.9782728,chromosome
yent-SAMEA7965451,137,0.2119756,0.80085593,chromosome
yent-SAMEA7965451,138,0.25007498,0.7687008,chromosome
yent-SAMEA7965451,139,0.7617404,0.99689156,ambiguous
yent-SAMEA7965451,140,0.0037332468,0.9994128,chromosome
yent-SAMEA7965451,141,9.664186e-05,0.99990237,chromosome
yent-SAMEA7965451,142,0.98106694,0.24397516,plasmid
yent-SAMEA7965451,143,0.6114536,0.9793841,ambiguous
yent-SAMEA7965451,144,0.19426268,0.82116896,chromosome
yent-SAMEA7965451,145,0.1946102,0.8181597,chromosome
yent-SAMEA7965451,146,0.0031370972,0.9995055,chromosome
yent-SAMEA7965451,147,0.6753302,0.85107195,ambiguous
yent-SAMEA7965451,148,0.251599,0.76900935,chromosome
yent-SAMEA7965451,149,0.29509583,0.7316753,chromosome
yent-SAMEA7965451,150,0.13253899,0.8828818,chromosome
yent-SAMEA7965451,151,0.1308606,0.8840261,chromosome
yent-SAMEA7965451,152,0.060431536,0.9844996,chromosome
yent-SAMEA7965451,153,0.5610191,0.6064328,ambiguous
yent-SAMEA7965451,154,0.31521305,0.7078924,chromosome
yent-SAMEA7965451,155,0.5633607,0.95066273,ambiguous
yent-SAMEA7965451,156,0.9954184,0.09070549,plasmid
yent-SAMEA7965451,157,0.055944897,0.9560297,chromosome
yent-SAMEA7965451,158,0.175297,0.8428587,chromosome
yent-SAMEA7965451,159,0.124702744,0.8917494,chromosome
yent-SAMEA7965451,160,0.05996156,0.9539088,chromosome
yent-SAMEA7965451,161,0.20301953,0.81005406,chromosome
yent-SAMEA7965451,162,0.20714055,0.987648,chromosome
yent-SAMEA7965451,163,0.99374914,0.3566506,plasmid
yent-SAMEA7965451,164,0.35685816,0.6202987,chromosome
yent-SAMEA7965451,165,0.085411996,0.951193,chromosome
yent-SAMEA7965451,166,0.3295411,0.8020075,chromosome
yent-SAMEA7965451,167,0.9461555,0.7596167,ambiguous
yent-SAMEA7965451,168,0.69264656,0.97643733,ambiguous
yent-SAMEA7965451,169,0.11933248,0.9018649,chromosome
yent-SAMEA7965451,170,0.08986605,0.9261544,chromosome
yent-SAMEA7965451,171,0.62971824,0.970712,ambiguous
yent-SAMEA7965451,172,0.1267809,0.9840916,chromosome
yent-SAMEA7965451,173,0.99044436,0.33189836,plasmid
yent-SAMEA7965451,174,0.9954697,0.09100794,plasmid
yent-SAMEA7965451,175,0.25392962,0.90344626,chromosome
yent-SAMEA7965451,176,0.7847059,0.94585276,ambiguous
yent-SAMEA7965451,177,0.03541243,0.9682865,chromosome
yent-SAMEA7965451,178,0.6936094,0.9784587,ambiguous
yent-SAMEA7965451,179,0.12971278,0.94830024,chromosome
yent-SAMEA7965451,180,0.48256227,0.56868804,chromosome
yent-SAMEA7965451,181,0.47060123,0.5756332,chromosome
yent-SAMEA7965451,182,0.62735355,0.96633476,ambiguous
yent-SAMEA7965451,183,0.12810124,0.9272791,chromosome
yent-SAMEA7965451,184,0.2598574,0.96851504,chromosome
yent-SAMEA7965451,185,0.109736495,0.9820018,chromosome
yent-SAMEA7965451,186,0.3709095,0.82950115,chromosome
yent-SAMEA7965451,187,0.11806515,0.9822582,chromosome
yent-SAMEA7965451,188,0.28750187,0.9992725,chromosome
yent-SAMEA7965451,189,0.99483347,0.30070257,plasmid
yent-SAMEA7965451,190,0.33629,0.99135256,chromosome
yent-SAMEA7965451,191,0.16966848,0.96446633,chromosome
yent-SAMEA7965451,192,0.17290272,0.99177235,chromosome
yent-SAMEA7965451,193,0.9569448,0.65361553,ambiguous
yent-SAMEA7965451,194,0.974666,0.055749945,plasmid
yent-SAMEA7965451,195,0.36017096,0.79629457,chromosome
yent-SAMEA7965451,196,0.8806894,0.3326352,plasmid
yent-SAMEA7965451,197,0.28739017,0.8577438,chromosome
yent-SAMEA7965451,198,0.71100914,0.87777436,ambiguous
yent-SAMEA7965451,199,0.58875567,0.9755486,ambiguous
yent-SAMEA7965451,200,0.6195217,0.94665456,ambiguous
yent-SAMEA7965451,201,0.22534214,0.9592064,chromosome
yent-SAMEA7965451,202,0.39644492,0.87319535,chromosome
yent-SAMEA7965451,203,0.8893318,0.9076924,ambiguous
yent-SAMEA7965451,204,0.51897794,0.649887,ambiguous
yent-SAMEA7965451,205,0.11428402,0.96317697,chromosome
yent-SAMEA7965451,206,0.095402844,0.9737014,chromosome
yent-SAMEA7965451,207,0.12241603,0.98645264,chromosome
yent-SAMEA7965451,208,0.22302218,0.94245,chromosome
yent-SAMEA7965451,209,0.4032441,0.9941818,chromosome
yent-SAMEA7965451,210,0.15170507,0.97664046,chromosome
yent-SAMEA7965451,211,0.55246145,0.90751857,ambiguous
yent-SAMEA7965451,212,0.98911065,0.42873085,plasmid
yent-SAMEA7965451,213,0.15434511,0.89250565,chromosome
yent-SAMEA7965451,214,0.17035638,0.96410817,chromosome
yent-SAMEA7965451,215,0.9814122,0.2596875,plasmid
yent-SAMEA7965451,216,0.93292814,0.8546526,ambiguous
yent-SAMEA7965451,217,0.6289025,0.9459678,ambiguous
yent-SAMEA7965451,218,0.30236018,0.96703565,chromosome
yent-SAMEA7965451,219,0.8781882,0.96077245,ambiguous
yent-SAMEA7965451,220,0.38587382,0.9895755,chromosome
yent-SAMEA7965451,221,0.46406347,0.67068046,chromosome
yent-SAMEA7965451,222,0.19812973,0.94240415,chromosome
yent-SAMEA7965451,223,0.7918453,0.9787886,ambiguous
yent-SAMEA7965451,224,0.3539507,0.7961514,chromosome
yent-SAMEA7965451,225,0.63366365,0.98547137,ambiguous
yent-SAMEA7965451,226,0.22901663,0.9585912,chromosome
yent-SAMEA7965451,227,0.09750109,0.98755616,chromosome
yent-SAMEA7965451,228,0.5872993,0.62128145,ambiguous
yent-SAMEA7965451,229,0.1944574,0.9411637,chromosome
yent-SAMEA7965451,230,0.58643967,0.48190892,plasmid
yent-SAMEA7965451,231,0.10988292,0.99475926,chromosome
yent-SAMEA7965451,232,0.6411018,0.97912014,ambiguous
yent-SAMEA7965451,233,0.42058036,0.9826119,chromosome
yent-SAMEA7965451,234,0.16687101,0.9597025,chromosome
yent-SAMEA7965451,235,0.5679436,0.5041272,ambiguous
yent-SAMEA7965451,236,0.31792617,0.90609455,chromosome
yent-SAMEA7965451,237,0.03825368,0.968658,chromosome
yent-SAMEA7965452,1,0.0049936837,0.9957281,chromosome
yent-SAMEA7965452,2,0.027737355,0.964469,chromosome
yent-SAMEA7965452,3,0.03209233,0.9588997,chromosome
yent-SAMEA7965452,4,0.011408832,0.98885393,chromosome
yent-SAMEA7965452,5,0.000801514,0.99944717,chromosome
yent-SAMEA7965452,6,0.027498063,0.96996665,chromosome
yent-SAMEA7965452,7,0.029861342,0.9674379,chromosome
yent-SAMEA7965452,8,0.005172067,0.9952768,chromosome
yent-SAMEA7965452,9,0.020919312,0.9781536,chromosome
yent-SAMEA7965452,10,0.033926863,0.96266013,chromosome
yent-SAMEA7965452,11,0.026054518,0.9719607,chromosome
yent-SAMEA7965452,12,0.033070277,0.9631291,chromosome
yent-SAMEA7965452,13,0.016897177,0.9824096,chromosome
yent-SAMEA7965452,14,0.025159292,0.97347194,chromosome
yent-SAMEA7965452,15,0.023300687,0.97525615,chromosome
yent-SAMEA7965452,16,0.034462076,0.9635828,chromosome
yent-SAMEA7965452,17,0.024350222,0.97375,chromosome
yent-SAMEA7965452,18,0.026160713,0.97276616,chromosome
yent-SAMEA7965452,19,0.05236493,0.94573224,chromosome
yent-SAMEA7965452,20,0.026064329,0.973361,chromosome
yent-SAMEA7965452,21,0.030001003,0.96753234,chromosome
yent-SAMEA7965452,22,0.019024888,0.98032296,chromosome
