sample,contig,plasmid_score,chrom_score,label
pdams-SAMN16091815,96,0.017291918,0.9803268,chromosome
pdams-SAMN16091815,97,0.025678381,0.97076607,chromosome
pdams-SAMN16091815,98,0.02394763,0.97289,chromosome
pdams-SAMN16091815,99,0.019005258,0.978466,chromosome
pdams-SAMN16091815,100,0.03378384,0.96178657,chromosome
pdams-SAMN16091815,101,0.024322703,0.97237104,chromosome
pdams-SAMN16091815,102,0.11711175,0.8708829,chromosome
pdams-SAMN16091815,103,0.016083462,0.9816601,chromosome
pdams-SAMN16091815,104,0.020260151,0.9767716,chromosome
pdams-SAMN16091815,105,0.24915351,0.87178373,chromosome
pdams-SAMN16091815,106,0.018220674,0.97914565,chromosome
pdams-SAMN16091815,107,0.018037155,0.97933257,chromosome
pdams-SAMN16091815,108,0.16564922,0.82576615,chromosome
pdams-SAMN16091815,109,0.0021003725,0.9979087,chromosome
pdams-SAMN16091815,110,0.06460136,0.9264872,chromosome
pdams-SAMN16091815,111,0.04422482,0.9498811,chromosome
pdams-SAMN16091815,112,0.014075964,0.9841241,chromosome
pdams-SAMN16091815,113,0.022037614,0.9746132,chromosome
pdams-SAMN16091815,114,0.029661277,0.96564984,chromosome
pdams-SAMN16091815,115,0.03445866,0.96007055,chromosome
pdams-SAMN16091815,116,0.01178595,0.98690003,chromosome
pdams-SAMN16091815,117,0.028409244,0.96699643,chromosome
pdams-SAMN16091815,118,0.015723275,0.98201585,chromosome
pdams-SAMN16091815,119,0.014493395,0.9834689,chromosome
pdams-SAMN16091815,120,0.021224998,0.9754959,chromosome
pdams-SAMN16091815,121,0.019228192,0.9780016,chromosome
pdams-SAMN16091815,122,0.041537076,0.9522932,chromosome
pdams-SAMN16091815,123,0.03869435,0.9557514,chromosome
pdams-SAMN16091815,124,0.018852657,0.97846633,chromosome
pdams-SAMN16091815,125,0.04284814,0.95105654,chromosome
pdams-SAMN16091815,126,0.072832026,0.91666985,chromosome
pdams-SAMN16091815,127,0.032959152,0.9618535,chromosome
pdams-SAMN16091815,128,0.09435842,0.89307064,chromosome
pdams-SAMN16091815,129,0.021838125,0.9750955,chromosome
pdams-SAMN16091815,130,0.03191368,0.96333784,chromosome
pdams-SAMN16091815,131,0.2342132,0.76058125,chromosome
pdams-SAMN16091815,132,0.15509683,0.8318975,chromosome
pdams-SAMN16091815,133,0.019629499,0.97744966,chromosome
pdams-SAMN16091815,134,0.015959091,0.9816737,chromosome
pdams-SAMN16091815,135,0.042126648,0.95133406,chromosome
pdams-SAMN16091815,136,0.013610928,0.9844965,chromosome
pdams-SAMN16091815,137,0.025032638,0.97120327,chromosome
pdams-SAMN16091815,138,0.19074938,0.8046295,chromosome
pdams-SAMN16091815,139,0.114571646,0.8707045,chromosome
pdams-SAMN16091815,140,0.039015386,0.95374477,chromosome
pdams-SAMN16091815,141,0.024766373,0.971369,chromosome
pdams-SAMN16091815,142,0.02342188,0.9728019,chromosome
pdams-SAMN16091815,143,0.14031562,0.84255916,chromosome
pdams-SAMN16091815,144,0.026914097,0.969036,chromosome
pdams-SAMN16091815,145,0.03945734,0.953792,chromosome
pdams-SAMN16091815,146,0.17727607,0.81281686,chromosome
pdams-SAMN16091815,147,0.024875475,0.97101307,chromosome
pdams-SAMN16091815,148,0.024863321,0.9709334,chromosome
pdams-SAMN16091815,149,0.026890254,0.96859926,chromosome
pdams-SAMN16091815,150,0.019855216,0.9771716,chromosome
pdams-SAMN16091815,151,0.028362121,0.9673187,chromosome
pdams-SAMN16091815,152,0.2528236,0.7460488,chromosome
pdams-SAMN16091815,153,0.025485735,0.9703011,chromosome
pdams-SAMN16091815,154,0.10446756,0.87920177,chromosome
pdams-SAMN16091815,155,0.05862991,0.9321952,chromosome
pdams-SAMN16091815,156,0.035333928,0.9588859,chromosome
pdams-SAMN16091815,157,0.22135419,0.7719915,chromosome
pdams-SAMN16091815,158,0.045898527,0.94651973,chromosome
pdams-SAMN16091815,159,0.017431514,0.9798091,chromosome
pdams-SAMN16091815,160,0.061559387,0.9279132,chromosome
pdams-SAMN16091815,161,0.026651975,0.96871716,chromosome
pdams-SAMN16091815,162,0.033653833,0.9604286,chromosome
pdams-SAMN16091815,163,0.02011095,0.97714394,chromosome
pdams-SAMN16091815,164,0.03760446,0.95609826,chromosome
pdams-SAMN16091815,165,0.028421436,0.9668232,chromosome
pdams-SAMN16091815,166,0.14654255,0.8323248,chromosome
pdams-SAMN16091815,167,0.03295704,0.9614044,chromosome
pdams-SAMN16091815,168,0.22426738,0.7644786,chromosome
pdams-SAMN16091815,169,0.061118178,0.928527,chromosome
pdams-SAMN16091815,170,0.031033605,0.9634783,chromosome
pdams-SAMN16091815,171,0.028670458,0.9661896,chromosome
pdams-SAMN16091815,172,0.25098145,0.7448647,chromosome
pdams-SAMN16091815,173,0.03618714,0.9572933,chromosome
pdams-SAMN16091815,174,0.03429544,0.9596877,chromosome
pdams-SAMN16091815,175,0.13947071,0.84297156,chromosome
pdams-SAMN16091815,176,0.10828466,0.87411493,chromosome
pdams-SAMN16091815,177,0.03985993,0.95353425,chromosome
pdams-SAMN16091815,178,0.03464627,0.95949066,chromosome
pdams-SAMN16091815,179,0.041304413,0.95192105,chromosome
pdams-SAMN16091815,180,0.26895827,0.72566265,chromosome
pdams-SAMN16091815,181,0.115177356,0.866867,chromosome
pdams-SAMN16091815,182,0.04906711,0.94237304,chromosome
pdams-SAMN16091815,183,0.027185516,0.96816295,chromosome
pdams-SAMN16091815,184,0.056507103,0.9327684,chromosome
pdams-SAMN16091815,185,0.030693984,0.9636434,chromosome
pdams-SAMN16091815,186,0.026077297,0.969217,chromosome
pdams-SAMN16091815,187,0.024742696,0.97077954,chromosome
pdams-SAMN16091815,188,0.11752853,0.8659556,chromosome
pdams-SAMN16091815,189,0.031314984,0.9633408,chromosome
pdams-SAMN16091815,190,0.15487735,0.8284024,chromosome
pdams-SAMN16091815,191,0.032626424,0.9618146,chromosome
pdams-SAMN16091815,192,0.06149404,0.92789,chromosome
pdams-SAMN16091815,193,0.02827099,0.96642685,chromosome
pdams-SAMN16091815,194,0.06331783,0.92497516,chromosome
pdams-SAMN16091815,195,0.033756774,0.9599895,chromosome
pdams-SAMN16091815,196,0.25699753,0.7412701,chromosome
pdams-SAMN16091815,197,0.12638547,0.8524551,chromosome
pdams-SAMN16091815,198,0.14495784,0.8365223,chromosome
pdams-SAMN16091815,199,0.028766762,0.96620554,chromosome
pdams-SAMN16091815,200,0.046640508,0.94462925,chromosome
pdams-SAMN16091815,201,0.058847174,0.93002665,chromosome
pdams-SAMN16091815,202,0.14139864,0.83459294,chromosome
pdams-SAMN16091815,203,0.054422338,0.9348655,chromosome
pdams-SAMN16091815,204,0.19273953,0.7932015,chromosome
pdams-SAMN16091815,205,0.021912908,0.9742778,chromosome
pdams-SAMN16091815,206,0.029928308,0.964594,chromosome
pdams-SAMN16091815,207,0.05026559,0.9390698,chromosome
pdams-SAMN16091815,208,0.051254973,0.93982667,chromosome
pdams-SAMN16091815,209,0.060993623,0.92741114,chromosome
pdams-SAMN16091815,210,0.035243824,0.95761395,chromosome
pdams-SAMN16091815,211,0.25510132,0.7405911,chromosome
pdams-SAMN16091815,212,0.18783662,0.79677993,chromosome
pdams-SAMN16091815,213,0.04293224,0.9485638,chromosome
pdams-SAMN16091815,214,0.03756801,0.9549357,chromosome
pdams-SAMN16091815,215,0.042958375,0.9485697,chromosome
pdams-SAMN16091815,216,0.256192,0.7433677,chromosome
pdams-SAMN16091815,217,0.029766573,0.9645869,chromosome
pdams-SAMN16091815,218,0.058714084,0.9300717,chromosome
pdams-SAMN16091815,219,0.12774347,0.854189,chromosome
pdams-SAMN16091815,220,0.15125747,0.82722294,chromosome
pdams-SAMN16091815,221,0.04207581,0.9497096,chromosome
pdams-SAMN16091815,222,0.04147738,0.95019627,chromosome
pdams-SAMN16091815,223,0.03938862,0.9530882,chromosome
pdams-SAMN16091815,224,0.047431625,0.9434194,chromosome
pdams-SAMN16091815,225,0.1701374,0.8019644,chromosome
pdams-SAMN16091815,226,0.044395227,0.94689757,chromosome
pdams-SAMN16091815,227,0.025770321,0.96960807,chromosome
pdams-SAMN16091815,228,0.22435386,0.7614168,chromosome
pdams-SAMN16091815,229,0.07898503,0.90347207,chromosome
pdams-SAMN16091815,230,0.056120057,0.93263525,chromosome
pdams-SAMN16091815,231,0.062118046,0.9253783,chromosome
pdams-SAMN16091815,232,0.03324479,0.9601423,chromosome
pdams-SAMN16091815,233,0.056356438,0.9330601,chromosome
pdams-SAMN16091815,234,0.04502506,0.9456173,chromosome
pdams-SAMN16091815,235,0.049086276,0.9405541,chromosome
pdams-SAMN16091815,236,0.054816533,0.9343487,chromosome
pdams-SAMN16091815,237,0.04178366,0.9484762,chromosome
pdams-SAMN16091815,238,0.032580853,0.96106523,chromosome
pdams-SAMN16091815,239,0.06816525,0.9180182,chromosome
pdams-SAMN16091815,240,0.27201644,0.922017,chromosome
pdams-SAMN16091815,241,0.053977422,0.9351503,chromosome
pdams-SAMN16091815,242,0.045640506,0.94488204,chromosome
pdams-SAMN16091815,243,0.037861064,0.9545678,chromosome
pdams-SAMN16091815,244,0.058109045,0.9307212,chromosome
pdams-SAMN16091815,245,0.056790665,0.9314768,chromosome
pdams-SAMN16091815,246,0.06999032,0.9155582,chromosome
pdams-SAMN16091815,247,0.029642511,0.9648407,chromosome
pdams-SAMN16091815,248,0.050558157,0.938685,chromosome
pdams-SAMN16091815,249,0.054353308,0.93554133,chromosome
pdams-SAMN16091815,250,0.055383686,0.933976,chromosome
pdams-SAMN16091815,251,0.06598287,0.9190863,chromosome
pdams-SAMN16091815,252,0.07020317,0.9154508,chromosome
pdams-SAMN16091815,253,0.054640803,0.9346732,chromosome
pdams-SAMN16091815,254,0.050485376,0.93807447,chromosome
pdams-SAMN16091815,255,0.16257617,0.81036055,chromosome
pdams-SAMN16091815,256,0.02877634,0.96548456,chromosome
pdams-SAMN16091815,257,0.041615523,0.9493145,chromosome
pdams-SAMN16091815,258,0.07413025,0.9106589,chromosome
pdams-SAMN16091815,259,0.09901418,0.8829086,chromosome
pdams-SAMN16091815,260,0.03621097,0.9562882,chromosome
pdams-SAMN16091815,261,0.03725223,0.9551617,chromosome
pdams-SAMN16091815,262,0.22507311,0.7641294,chromosome
pdams-SAMN16091815,263,0.031181542,0.96258616,chromosome
pdams-SAMN16091815,264,0.043297365,0.9475375,chromosome
pdams-SAMN16091815,265,0.06101361,0.9262521,chromosome
pdams-SAMN16091815,266,0.24588382,0.74197084,chromosome
pdams-SAMN16091815,267,0.061053883,0.9251206,chromosome
pdams-SAMN16091815,268,0.04361261,0.9468956,chromosome
pdams-SAMN16091815,269,0.05806576,0.9294608,chromosome
pdams-SAMN16091815,270,0.07283315,0.9106699,chromosome
pdams-SAMN16091815,271,0.09091299,0.89034075,chromosome
pdams-SAMN16091815,272,0.049419668,0.93975085,chromosome
pdams-SAMN16091815,273,0.02598723,0.9689012,chromosome
pdams-SAMN16091815,274,0.25808048,0.7378253,chromosome
pdams-SAMN16091815,275,0.02968446,0.964596,chromosome
pdams-SAMN16091815,276,0.06602794,0.92046034,chromosome
pdams-SAMN16091815,277,0.04476364,0.94585913,chromosome
pdams-SAMN16091815,278,0.06276609,0.92516655,chromosome
pdams-SAMN16091815,279,0.25741926,0.74495107,chromosome
pdams-SAMN16091815,280,0.08136988,0.9034489,chromosome
pdams-SAMN16091815,281,0.039586123,0.9513014,chromosome
pdams-SAMN16091815,282,0.06387672,0.92185634,chromosome
pdams-SAMN16091815,283,0.07144445,0.9139401,chromosome
pdams-SAMN16091815,284,0.07103261,0.9139518,chromosome
pdams-SAMN16091815,285,0.12053695,0.8588483,chromosome
pdams-SAMN16091815,286,0.047464367,0.94402635,chromosome
pdams-SAMN16091815,287,0.07149864,0.91331613,chromosome
pdams-SAMN16091815,288,0.06222288,0.9241998,chromosome
pdams-SAMN16091815,289,0.09124537,0.890179,chromosome
pdams-SAMN16091815,290,0.07715643,0.90761393,chromosome
pdams-SAMN16091815,291,0.121073425,0.8560265,chromosome
pdams-SAMN16091815,292,0.040240318,0.951295,chromosome
pdams-SAMN16091815,293,0.16704012,0.8087839,chromosome
pdams-SAMN16091815,294,0.05126583,0.9378017,chromosome
pdams-SAMN16091815,295,0.06062895,0.9269638,chromosome
pdams-SAMN16091815,296,0.043191224,0.9481459,chromosome
pdams-SAMN16091815,297,0.20741066,0.7668715,chromosome
pdams-SAMN16091815,298,0.061464492,0.9251704,chromosome
pdams-SAMN16091815,299,0.053483196,0.93534553,chromosome
pdams-SAMN16091815,300,0.062074605,0.9246588,chromosome
pdams-SAMN16091815,301,0.25678182,0.74091536,chromosome
pdams-SAMN16091815,302,0.10343559,0.87441486,chromosome
pdams-SAMN16091815,303,0.059690543,0.92819613,chromosome
pdams-SAMN16091815,304,0.04318259,0.9471243,chromosome
pdams-SAMN16091815,305,0.03841234,0.9538043,chromosome
pdams-SAMN16091815,306,0.22105348,0.75757676,chromosome
pdams-SAMN16091815,307,0.04685095,0.9428429,chromosome
pdams-SAMN16091815,308,0.059707373,0.92810476,chromosome
pdams-SAMN16091815,309,0.026587822,0.9681852,chromosome
pdams-SAMN16091815,310,0.08339458,0.89773345,chromosome
pdams-SAMN16091815,311,0.11898297,0.85893565,chromosome
pdams-SAMN16091815,312,0.05804185,0.9298568,chromosome
pdams-SAMN16091815,313,0.052534264,0.9355419,chromosome
pdams-SAMN16091815,314,0.25681126,0.733833,chromosome
pdams-SAMN16091815,315,0.0849428,0.8982004,chromosome
pdams-SAMN16091815,316,0.0502646,0.93857574,chromosome
pdams-SAMN16091815,317,0.07350949,0.91045713,chromosome
pdams-SAMN16091815,318,0.25811538,0.74211276,chromosome
pdams-SAMN16091815,319,0.052191984,0.93733245,chromosome
pdams-SAMN16091815,320,0.07437032,0.9118595,chromosome
pdams-SAMN16091815,321,0.04577747,0.9444051,chromosome
pdams-SAMN16091815,322,0.24606402,0.74508035,chromosome
pdams-SAMN16091815,323,0.1929662,0.7806325,chromosome
pdams-SAMN16091815,324,0.25219876,0.73715484,chromosome
pdams-SAMN16091815,325,0.053776663,0.9346393,chromosome
pdams-SAMN16091815,326,0.056971632,0.9297269,chromosome
pdams-SAMN16091815,327,0.042849902,0.94823366,chromosome
pdams-SAMN16091815,328,0.07338547,0.911351,chromosome
pdams-SAMN16091815,329,0.06250092,0.925261,chromosome
pdams-SAMN16091815,330,0.25771773,0.7433727,chromosome
pdams-SAMN16091815,331,0.052756753,0.9362223,chromosome
pdams-SAMN16091815,332,0.06550449,0.9207797,chromosome
pdams-SAMN16091815,333,0.060110632,0.9271118,chromosome
pdams-SAMN16091815,334,0.06743477,0.9186387,chromosome
pdams-SAMN16091815,335,0.05771071,0.93020964,chromosome
pdams-SAMN16091815,336,0.039032765,0.9528403,chromosome
pdams-SAMN16091815,337,0.06574907,0.9196214,chromosome
pdams-SAMN16091815,338,0.051552035,0.9376445,chromosome
pdams-SAMN16091815,339,0.07367367,0.9123347,chromosome
pdams-SAMN16091815,340,0.10358922,0.8748236,chromosome
pdams-SAMN16091815,341,0.08670098,0.89636064,chromosome
pdams-SAMN16091815,342,0.05390426,0.9356587,chromosome
pdams-SAMN16091815,343,0.10480583,0.8727759,chromosome
pdams-SAMN16091815,344,0.048875388,0.94156736,chromosome
pdams-SAMN16091815,345,0.1568926,0.82227534,chromosome
pdams-SAMN16091815,346,0.069907606,0.91566706,chromosome
pdams-SAMN16091815,347,0.04802806,0.9434024,chromosome
pdams-SAMN16091815,348,0.20453008,0.77293557,chromosome
pdams-SAMN16091815,349,0.047277495,0.9434851,chromosome
pdams-SAMN16091815,350,0.058319703,0.9296824,chromosome
pdams-SAMN16091815,351,0.039753523,0.95164394,chromosome
pdams-SAMN16091815,352,0.08956757,0.8916472,chromosome
pdams-SAMN16091815,353,0.23443098,0.7974534,chromosome
pdams-SAMN16091815,354,0.05193596,0.9370791,chromosome
pdams-SAMN16091815,355,0.25931805,0.73926896,chromosome
pdams-SAMN16091815,356,0.058225885,0.9307659,chromosome
pdams-SAMN16091815,357,0.07084964,0.91508937,chromosome
pdams-SAMN16091815,358,0.05102182,0.9380564,chromosome
pdams-SAMN16091815,359,0.06768877,0.91828394,chromosome
pdams-SAMN16091815,360,0.15656807,0.81486624,chromosome
pdams-SAMN16091815,361,0.0719772,0.91273385,chromosome
pdams-SAMN16091815,362,0.07585581,0.9082979,chromosome
pdams-SAMN16091815,363,0.04360073,0.9475141,chromosome
pdams-SAMN16091815,364,0.05856586,0.9295907,chromosome
pdams-SAMN16091815,365,0.0428995,0.94923234,chromosome
pdams-SAMN16091815,366,0.06877871,0.9171826,chromosome
pdams-SAMN16091815,367,0.055545963,0.93436265,chromosome
pdams-SAMN16091815,368,0.19516246,0.7821962,chromosome
pdams-SAMN16091815,369,0.076646455,0.90789336,chromosome
pdams-SAMN16091815,370,0.1350656,0.83850986,chromosome
pdams-SAMN16091815,371,0.0743987,0.91113573,chromosome
pdams-SAMN16091815,372,0.04575016,0.9459212,chromosome
pdams-SAMN16091815,373,0.10571967,0.8713283,chromosome
pdams-SAMN16091815,374,0.078197725,0.90330184,chromosome
pdams-SAMN16091815,375,0.05046621,0.9387673,chromosome
pdams-SAMN16091815,376,0.05270715,0.93871766,chromosome
pdams-SAMN16091815,377,0.05660479,0.93018633,chromosome
pdams-SAMN16091815,378,0.08169226,0.9030234,chromosome
pdams-SAMN16091815,379,0.06552733,0.92117,chromosome
pdams-SAMN16091815,380,0.075103894,0.91076833,chromosome
pdams-SAMN16091815,381,0.07532599,0.91040576,chromosome
pdams-SAMN16091815,382,0.059837468,0.9247898,chromosome
pdams-SAMN16091815,383,0.06948173,0.9162011,chromosome
pdams-SAMN16091815,384,0.15903494,0.8136191,chromosome
pdams-SAMN16091815,385,0.054799486,0.9345392,chromosome
pdams-SAMN16091815,386,0.07951125,0.9021287,chromosome
pdams-SAMN16091815,387,0.046840638,0.94388306,chromosome
pdams-SAMN16091815,388,0.07849156,0.90679693,chromosome
pdams-SAMN16091815,389,0.0639989,0.9247126,chromosome
pdams-SAMN16091815,390,0.08142038,0.90240765,chromosome
pdams-SAMN16091815,391,0.089182205,0.8950474,chromosome
pdams-SAMN16091815,392,0.26194742,0.73573273,chromosome
pdams-SAMN16091815,393,0.26034254,0.73989314,chromosome
pdams-SAMN16091815,394,0.09738936,0.88473225,chromosome
pdams-SAMN16091815,395,0.0774392,0.9082525,chromosome
pdams-SAMN16091815,396,0.071867675,0.9148466,chromosome
pdams-SAMN16091815,397,0.06486604,0.92211974,chromosome
pdams-SAMN16091815,398,0.12406188,0.85192513,chromosome
pdams-SAMN16091815,399,0.07676644,0.90773237,chromosome
pdams-SAMN16091815,400,0.07733089,0.90783334,chromosome
pdams-SAMN16091815,401,0.09405233,0.88441217,chromosome
pdams-SAMN16091815,402,0.088492885,0.8938321,chromosome
pdams-SAMN16091815,403,0.13605222,0.84015584,chromosome
pdams-SAMN16091815,404,0.12919742,0.8508437,chromosome
pdams-SAMN16091815,405,0.08805183,0.8924767,chromosome
pdams-SAMN16091815,406,0.16336398,0.80644244,chromosome
pdams-SAMN16091815,407,0.7495074,0.9692505,ambiguous
pdams-SAMN16091815,408,0.07825895,0.90716416,chromosome
pdams-SAMN16091815,409,0.16706127,0.80648226,chromosome
pdams-SAMN16091815,410,0.105767295,0.8712303,chromosome
pdams-SAMN16091815,411,0.2233575,0.932415,chromosome
pdams-SAMN16091815,412,0.2297666,0.87476677,chromosome
pdams-SAMN16091815,413,0.0438403,0.9475597,chromosome
pdams-SAMN16091815,414,0.05456522,0.9339252,chromosome
pdams-SAMN16091815,415,0.092396565,0.8883533,chromosome
pdams-SAMN16091815,416,0.070101246,0.91701096,chromosome
pdams-SAMN16091815,417,0.10165472,0.88055795,chromosome
pdams-SAMN16091815,418,0.072454296,0.9109222,chromosome
pdams-SAMN16091815,419,0.09459191,0.8861987,chromosome
pdams-SAMN16091815,420,0.06256648,0.92431724,chromosome
pdams-SAMN16091815,421,0.09770947,0.88156354,chromosome
pdams-SAMN16091815,422,0.095638245,0.8886068,chromosome
pdams-SAMN16091815,423,0.0985845,0.8812262,chromosome
pdams-SAMN16091815,424,0.07414286,0.9111022,chromosome
pdams-SAMN16091815,425,0.25830203,0.7557294,chromosome
pdams-SAMN16091815,426,0.08265464,0.9012945,chromosome
pdams-SAMN16091815,427,0.31709403,0.973586,chromosome
pdams-SAMN16091815,428,0.033735644,0.9568818,chromosome
pdams-SAMN16091815,429,0.04643949,0.9405799,chromosome
pdams-SAMN16091815,430,0.10570542,0.87299246,chromosome
pdams-SAMN16091815,431,0.26254156,0.7357461,chromosome
pdams-SAMN16091815,432,0.2312486,0.76646674,chromosome
pdams-SAMN16091815,433,0.22366142,0.7632012,chromosome
pdams-SAMN16091815,434,0.0957698,0.8855999,chromosome
pdams-SAMN16091815,435,0.17283286,0.7989153,chromosome
pdams-SAMN16091815,436,0.124435306,0.88278043,chromosome
pdams-SAMN16091815,437,0.039407324,0.9537821,chromosome
pdams-SAMN16091815,438,0.07224255,0.91472536,chromosome
pdams-SAMN16091815,439,0.069460444,0.91639584,chromosome
pdams-SAMN16091815,440,0.08800871,0.89511186,chromosome
pdams-SAMN16091815,441,0.0765139,0.9069543,chromosome
pdams-SAMN16091815,442,0.084307075,0.89993334,chromosome
pdams-SAMN16091815,443,0.09736167,0.8834867,chromosome
pdams-SAMN16091815,444,0.086311854,0.89664143,chromosome
pdams-SAMN16091815,445,0.06840013,0.92048377,chromosome
pdams-SAMN16091815,446,0.054852646,0.93462783,chromosome
pdams-SAMN16091815,447,0.0894387,0.89078104,chromosome
pdams-SAMN16091815,448,0.16571149,0.80809736,chromosome
pdams-SAMN16091815,449,0.32290733,0.92299277,chromosome
pdams-SAMN16091815,450,0.13028497,0.84585655,chromosome
pdams-SAMN16091815,451,0.31453332,0.9780381,chromosome
