sample,contig,plasmid_score,chrom_score,label
efae-E0139,Contig_10_120.595:3p:1:53,0.007680841,0.99971205,chromosome
efae-E0139,Contig_10_120.595:3p:1:54,0.023852771,0.98422825,chromosome
efae-E0139,Contig_10_120.595:3p:1:56,0.035708535,0.9751277,chromosome
efae-E0139,Contig_10_120.595:3p:1:59,0.010750223,0.99503773,chromosome
efae-E0139,Contig_17_183.974:3p:1:2,0.009961476,0.9933594,chromosome
efae-E0139,Contig_17_183.974:3p:1:3,0.012472109,0.9916699,chromosome
efae-E0139,Contig_23_992.772:3p:1:9,0.016627051,0.99552625,chromosome
efae-E0139,Contig_23_992.772:3p:1:16,0.016747545,0.9971771,chromosome
efae-E0139,Contig_23_992.772:3p:1:17,0.038879067,0.9885999,chromosome
efae-E0139,Contig_23_992.772:3p:1:19,0.003013134,0.99688303,chromosome
efae-E0139,Contig_23_992.772:3p:1:21,0.033116918,0.9736695,chromosome
efae-E0139,Contig_23_992.772:3p:1:22,0.0015011136,0.99870396,chromosome
efae-E0139,Contig_23_992.772:3p:1:27,0.0116444575,0.99746656,chromosome
efae-E0139,Contig_23_992.772:3p:1:28,0.01436004,0.9972408,chromosome
efae-E0139,Contig_23_992.772:3p:1:29,0.04360101,0.9815028,chromosome
efae-E0139,Contig_23_992.772:3p:1:31,0.0231558,0.9823167,chromosome
efae-E0139,Contig_23_992.772:3p:1:32,0.0216807,0.9830588,chromosome
efae-E0139,Contig_23_992.772:3p:1:33,0.018386718,0.99795026,chromosome
efae-E0139,Contig_23_992.772:3p:1:40,0.028292272,0.99029654,chromosome
efae-E0139,Contig_29_140.945:3p:1:5,0.33759692,0.93988544,chromosome
efae-E0139,Contig_29_140.945:3p:1:6,0.31072164,0.95933276,chromosome
efae-E0139,Contig_29_140.945:3p:1:7,0.22894828,0.97761315,chromosome
efae-E0139,Contig_29_140.945:3p:1:14,0.18716519,0.93653923,chromosome
efae-E0139,Contig_29_140.945:3p:1:15,0.3151753,0.94030285,chromosome
efae-E0139,Contig_29_140.945:3p:1:16,0.27560064,0.95730007,chromosome
efae-E0139,Contig_29_140.945:3p:1:19,0.2174069,0.9755539,chromosome
efae-E0139,Contig_29_140.945:3p:1:28,0.21138784,0.7990272,chromosome
efae-E0139,Contig_29_140.945:3p:1:29,0.14439103,0.90579313,chromosome
efae-E0139,Contig_29_140.945:3p:1:32,0.24626048,0.96350425,chromosome
efae-E0139,Contig_29_140.945:3p:1:33,0.29791263,0.9314315,chromosome
efae-E0139,Contig_29_140.945:3p:1:35,0.24839732,0.9420788,chromosome
efae-E0139,Contig_29_140.945:3p:1:48,0.11301973,0.93322164,chromosome
efae-E0139,Contig_29_140.945:3p:1:51,0.22299933,0.9730611,chromosome
efae-E0139,Contig_29_140.945:3p:1:52,0.23703286,0.96466976,chromosome
efae-E0139,Contig_29_140.945:3p:1:54,0.16547011,0.97788024,chromosome
efae-E0139,Contig_43_350.904:5p:1:5,0.0031979508,0.9954549,chromosome
efae-E0139,Contig_45_1934.41:5p:1:24,0.017138634,0.9824777,chromosome
efae-E0139,Contig_46_162.062:3p:1:2,0.008791391,0.99794334,chromosome
efae-E0139,Contig_46_162.062:3p:1:11,0.017955294,0.99084574,chromosome
efae-E0139,Contig_56_2072.8:5p:1:4,0.01597915,0.99782795,chromosome
efae-E0139,Contig_56_2072.8:5p:1:8,0.021730708,0.99411595,chromosome
efae-E0139,Contig_67_1147.01:3p:1:2,0.02328885,0.9956916,chromosome
efae-E0139,Contig_67_1147.01:3p:1:4,0.026200153,0.9849369,chromosome
efae-E0139,Contig_67_1147.01:3p:1:5,0.016688647,0.9937483,chromosome
efae-E0139,Contig_67_1147.01:3p:1:6,0.024641708,0.9957436,chromosome
efae-E0139,Contig_67_1147.01:3p:1:7,0.016483335,0.99248487,chromosome
efae-E0139,Contig_67_1147.01:3p:1:8,0.0029627583,0.9982687,chromosome
efae-E0139,Contig_7_1148.37:3p:1:2,0.018382242,0.9948986,chromosome
efae-E0139,Contig_7_1148.37:3p:1:4,0.01618574,0.99757844,chromosome
efae-E6055,Contig_100_85.3441,0.034809966,0.9690015,chromosome
efae-E6055,Contig_101_143.682,0.10316812,0.8964883,chromosome
efae-E6055,Contig_102_65.4319,0.0001405112,0.9998398,chromosome
efae-E6055,Contig_103_125.475,0.00416224,0.99728847,chromosome
efae-E6055,Contig_104_106.727,0.0006391887,0.99925226,chromosome
efae-E6055,Contig_105_94.1012,0.0009702417,0.99899596,chromosome
efae-E6055,Contig_106_77.5912,0.0005907448,0.9992854,chromosome
efae-E6055,Contig_107_65.4158,0.020780768,0.9751567,chromosome
efae-E6055,Contig_108_102.841,0.046317305,0.9446853,chromosome
efae-E6055,Contig_109_124.345,0.056757625,0.9381013,chromosome
efae-E6055,Contig_10_139.916,0.97066957,0.052890647,plasmid
efae-E6055,Contig_110_180.615,0.34477386,0.63027334,chromosome
efae-E6055,Contig_111_67.6137,0.0002704784,0.9996929,chromosome
efae-E6055,Contig_112_679.017,0.0020569614,0.9996575,chromosome
efae-E6055,Contig_113_199.61,0.0015909396,0.9986199,chromosome
efae-E6055,Contig_114_232.75,0.27067232,0.82745695,chromosome
efae-E6055,Contig_115_141.353,0.021036498,0.9740165,chromosome
efae-E6055,Contig_116_62.1803,0.040620875,0.9506565,chromosome
efae-E6055,Contig_117_170.965,0.029323189,0.96734536,chromosome
efae-E6055,Contig_118_483.728,0.035062082,0.99439263,chromosome
efae-E6055,Contig_119_67.7703,0.023520041,0.9742414,chromosome
efae-E6055,Contig_11_69.1144,0.011197643,0.9850751,chromosome
efae-E6055,Contig_120_186.768,0.3813686,0.5890658,chromosome
efae-E6055,Contig_121_85.8346,0.117173575,0.8535076,chromosome
efae-E6055,Contig_122_97.1624,0.00048640143,0.9994592,chromosome
efae-E6055,Contig_123_829.297,0.00750142,0.998941,chromosome
efae-E6055,Contig_124_90.8079,0.0010891228,0.9987816,chromosome
efae-E6055,Contig_125_412.792,0.061825145,0.9719367,chromosome
efae-E6055,Contig_126_114.497,0.004586671,0.99515474,chromosome
efae-E6055,Contig_127_350.415,0.04712948,0.9900303,chromosome
efae-E6055,Contig_128_96.2187,0.005544567,0.9931283,chromosome
efae-E6055,Contig_129_96.7058,0.00022609308,0.99977726,chromosome
efae-E6055,Contig_12_150.405,0.35315073,0.61878467,chromosome
efae-E6055,Contig_130_74.9631,0.011579807,0.9893504,chromosome
efae-E6055,Contig_131_85.1877,0.08834045,0.8947828,chromosome
efae-E6055,Contig_132_96.4032,0.0008812984,0.9990175,chromosome
efae-E6055,Contig_133_550.629,0.036305852,0.99231356,chromosome
efae-E6055,Contig_134_89.0897,0.00012390192,0.9998853,chromosome
efae-E6055,Contig_135_84.9712,0.0008345427,0.99907553,chromosome
efae-E6055,Contig_136_65.2291,0.0048105284,0.9940849,chromosome
efae-E6055,Contig_137_78.56,5.1057585e-05,0.99995315,chromosome
efae-E6055,Contig_138_156.885,0.23972805,0.76521325,chromosome
efae-E6055,Contig_139_219.591,0.07752517,0.9552131,chromosome
efae-E6055,Contig_13_149.549,0.98994654,0.026055845,plasmid
efae-E6055,Contig_140_71.1595,0.0010106663,0.99892706,chromosome
efae-E6055,Contig_141_60.801,0.0025691495,0.99705064,chromosome
efae-E6055,Contig_142_66.1102,0.0017322288,0.9978607,chromosome
efae-E6055,Contig_143_69.6755,0.00027828926,0.99969757,chromosome
efae-E6055,Contig_144_71.8952,0.0017374305,0.99799985,chromosome
efae-E6055,Contig_145_122.263,0.84626436,0.20132394,plasmid
efae-E6055,Contig_146_64.4306,0.7790427,0.2723044,plasmid
efae-E6055,Contig_147_65.5839,0.00044373545,0.9995833,chromosome
efae-E6055,Contig_148_404.883,0.028330045,0.9935587,chromosome
efae-E6055,Contig_149_498.036,0.034907125,0.9947371,chromosome
efae-E6055,Contig_14_122.752,0.9896114,0.025094086,plasmid
efae-E6055,Contig_150_84.0598,0.0046561975,0.99416006,chromosome
efae-E6055,Contig_151_77.2417,0.00052541256,0.9993937,chromosome
efae-E6055,Contig_152_78.5554,0.00037114546,0.99961627,chromosome
efae-E6055,Contig_153_90.1868,0.0014306001,0.99846894,chromosome
efae-E6055,Contig_154_91.4905,0.00011244877,0.99989426,chromosome
efae-E6055,Contig_155_1692.68,0.25984323,0.96126753,chromosome
efae-E6055,Contig_156_64.3805,0.013552036,0.98164016,chromosome
efae-E6055,Contig_157_102.429,0.0038786836,0.9963092,chromosome
efae-E6055,Contig_158_76.0648,0.17619166,0.7788089,chromosome
efae-E6055,Contig_159_64.6191,0.0003332397,0.99965703,chromosome
efae-E6055,Contig_15_185.376,0.09278718,0.90357155,chromosome
efae-E6055,Contig_160_88.3002,0.00051345216,0.99944335,chromosome
efae-E6055,Contig_161_107.458,0.0018343925,0.99803334,chromosome
efae-E6055,Contig_162_72.7249,0.00040119275,0.9995478,chromosome
efae-E6055,Contig_163_111.17,0.004630619,0.9949356,chromosome
efae-E6055,Contig_164_191.462,0.025782708,0.9951492,chromosome
efae-E6055,Contig_165_208.968,0.0077500716,0.9957504,chromosome
efae-E6055,Contig_166_90.9729,0.006017076,0.99338114,chromosome
efae-E6055,Contig_167_357.107,0.03310175,0.9926702,chromosome
efae-E6055,Contig_168_85.5214,5.7175872e-05,0.9999443,chromosome
efae-E6055,Contig_169_84.5554,0.00037213005,0.99958354,chromosome
efae-E6055,Contig_16_74.5191,0.013553195,0.98437804,chromosome
efae-E6055,Contig_170_61.6453,0.0003433275,0.9996382,chromosome
efae-E6055,Contig_171_97.0417,0.00861413,0.9899356,chromosome
efae-E6055,Contig_172_229.084,0.8652988,0.21350926,plasmid
efae-E6055,Contig_173_73.9761,0.00031584676,0.99964535,chromosome
efae-E6055,Contig_174_88.1321,0.0007321673,0.9991079,chromosome
efae-E6055,Contig_175_107.786,0.027438687,0.9698462,chromosome
efae-E6055,Contig_176_71.3392,0.0005526946,0.9993569,chromosome
efae-E6055,Contig_177_161.663,0.76837474,0.28132182,plasmid
efae-E6055,Contig_178_128.739,0.2250323,0.73862094,chromosome
efae-E6055,Contig_179_86.3541,7.833302e-05,0.99992824,chromosome
efae-E6055,Contig_17_189.831,0.0660494,0.971518,chromosome
efae-E6055,Contig_180_76.8204,0.0018804695,0.99780446,chromosome
efae-E6055,Contig_181_72.7237,0.007737745,0.9917858,chromosome
efae-E6055,Contig_182_66.646,0.002008591,0.99766773,chromosome
efae-E6055,Contig_183_120.784,0.06454891,0.9225692,chromosome
efae-E6055,Contig_184_67.9074,0.0076175933,0.991276,chromosome
efae-E6055,Contig_185_71.2969,0.00045710022,0.9994936,chromosome
efae-E6055,Contig_186_160.473,0.70090985,0.37638432,plasmid
efae-E6055,Contig_187_70.2111,0.0004697904,0.99945873,chromosome
efae-E6055,Contig_188_765.466,0.01577999,0.99872214,chromosome
efae-E6055,Contig_189_41.5736,0.019709108,0.9750107,chromosome
efae-E6055,Contig_18_203.604,0.34926945,0.6342784,chromosome
efae-E6055,Contig_190_70.9626,0.00049599295,0.99945194,chromosome
efae-E6055,Contig_191_110.213,0.041240204,0.95013046,chromosome
efae-E6055,Contig_192_71.3463,0.013970271,0.9879363,chromosome
efae-E6055,Contig_193_68.9872,0.003517298,0.9961153,chromosome
efae-E6055,Contig_194_62.876,0.0001449515,0.999838,chromosome
efae-E6055,Contig_195_78.2898,0.006154745,0.9920513,chromosome
efae-E6055,Contig_196_70.2562,0.0012148075,0.9985057,chromosome
efae-E6055,Contig_197_74.8234,0.012310291,0.9849252,chromosome
efae-E6055,Contig_198_65.0838,0.00022499397,0.9997547,chromosome
efae-E6055,Contig_199_78.549,0.00020067632,0.99979883,chromosome
efae-E6055,Contig_19_87.0321,0.00017242714,0.9998294,chromosome
efae-E6055,Contig_1_351.943_Circ,0.99858934,0.0018700163,plasmid
efae-E6055,Contig_200_69.6951,0.0004489881,0.9994898,chromosome
efae-E6055,Contig_201_71.2992,0.00030638062,0.9996729,chromosome
efae-E6055,Contig_202_64.288,0.000494185,0.9994678,chromosome
efae-E6055,Contig_203_54.2701,0.021372398,0.97511667,chromosome
efae-E6055,Contig_20_87.7887,0.004141816,0.99544275,chromosome
efae-E6055,Contig_21_212.656,0.38265553,0.7210689,chromosome
efae-E6055,Contig_22_71.4977,0.00946437,0.98903114,chromosome
efae-E6055,Contig_23_62.8712,0.00024586477,0.99972194,chromosome
efae-E6055,Contig_24_93.2579,0.0008432748,0.999046,chromosome
efae-E6055,Contig_25_852.223,0.042803112,0.99259526,chromosome
efae-E6055,Contig_26_531.896,0.020803712,0.9968541,chromosome
efae-E6055,Contig_27_63.8846,0.020950302,0.97308886,chromosome
efae-E6055,Contig_28_348.329,0.044939533,0.9909027,chromosome
efae-E6055,Contig_29_77.2525,0.00022241316,0.9997682,chromosome
efae-E6055,Contig_2_2727.06_Circ,0.999985,0.0006429223,plasmid
efae-E6055,Contig_30_89.7976,0.0019568922,0.9977835,chromosome
efae-E6055,Contig_31_106.316,0.016354343,0.9793076,chromosome
efae-E6055,Contig_32_182.798,0.84778893,0.21726562,plasmid
efae-E6055,Contig_33_84.8789,0.00024530868,0.9997124,chromosome
efae-E6055,Contig_34_411.029,0.08730571,0.9890581,chromosome
efae-E6055,Contig_35_69.4887,0.0031485374,0.9962161,chromosome
efae-E6055,Contig_36_1027.17,0.021835303,0.99725974,chromosome
efae-E6055,Contig_37_158.481,0.95746636,0.09801847,plasmid
efae-E6055,Contig_38_355.866,0.16153821,0.9510984,chromosome
efae-E6055,Contig_39_100.971,0.0022030356,0.997488,chromosome
efae-E6055,Contig_3_356.977,0.07670792,0.9857491,chromosome
efae-E6055,Contig_40_85.4268,0.00020772735,0.9997892,chromosome
efae-E6055,Contig_41_79.1577,0.0003735208,0.999603,chromosome
efae-E6055,Contig_42_115.782,0.010675759,0.986226,chromosome
efae-E6055,Contig_43_90.3782,0.0012168284,0.998792,chromosome
efae-E6055,Contig_44_307.621,0.052947212,0.9753895,chromosome
efae-E6055,Contig_45_185.76,0.20641729,0.86992836,chromosome
efae-E6055,Contig_46_93.6737,0.0008937845,0.9991027,chromosome
efae-E6055,Contig_47_900.384,0.013939165,0.99886644,chromosome
efae-E6055,Contig_48_266.094,0.036948718,0.98479235,chromosome
efae-E6055,Contig_49_468.708,0.04316866,0.9931213,chromosome
efae-E6055,Contig_4_67.6563,4.9659808e-05,0.99994993,chromosome
efae-E6055,Contig_50_70.8583,0.0011829433,0.9987097,chromosome
efae-E6055,Contig_51_249.085,0.011413814,0.9965264,chromosome
efae-E6055,Contig_52_149.617,0.014781129,0.9887108,chromosome
efae-E6055,Contig_53_63.7817,0.0003444379,0.99964917,chromosome
efae-E6055,Contig_54_650.692,0.0043572546,0.999408,chromosome
efae-E6055,Contig_55_418.684,0.033545922,0.9952615,chromosome
efae-E6055,Contig_56_63.7755,0.000299217,0.9996562,chromosome
efae-E6055,Contig_57_66.3337,0.0010672809,0.9987418,chromosome
efae-E6055,Contig_58_82.5253,0.00039693472,0.9995346,chromosome
efae-E6055,Contig_59_87.0881,0.00058751774,0.99936897,chromosome
efae-E6055,Contig_5_113.965,0.94062936,0.10059797,plasmid
efae-E6055,Contig_60_61.887,0.3938995,0.5880598,chromosome
efae-E6055,Contig_61_75.1563,0.007412586,0.9946662,chromosome
efae-E6055,Contig_62_65.4688,0.0069275023,0.99145645,chromosome
efae-E6055,Contig_63_66.8673,5.849719e-05,0.9999435,chromosome
efae-E6055,Contig_64_50.4782,0.0034962012,0.9954074,chromosome
efae-E6055,Contig_65_102.966,0.030425044,0.97350883,chromosome
efae-E6055,Contig_66_313.897,0.052130826,0.9846245,chromosome
efae-E6055,Contig_67_589.777,0.031707365,0.9927007,chromosome
efae-E6055,Contig_68_70.9966,0.20080075,0.7571984,chromosome
efae-E6055,Contig_69_65.3788,0.009334686,0.9887839,chromosome
efae-E6055,Contig_6_59.4207,0.0018574708,0.9978635,chromosome
efae-E6055,Contig_70_109.499,0.007583702,0.9913311,chromosome
efae-E6055,Contig_71_153.522,0.03225306,0.96211284,chromosome
efae-E6055,Contig_72_214.946,0.022762522,0.991139,chromosome
efae-E6055,Contig_73_267.609,0.0121454885,0.9962754,chromosome
efae-E6055,Contig_74_133.677,0.16434696,0.871709,chromosome
efae-E6055,Contig_75_185.872,0.19683512,0.79820156,chromosome
efae-E6055,Contig_76_85.1699,0.0001307319,0.9998671,chromosome
efae-E6055,Contig_77_68.828,0.023641093,0.97465193,chromosome
efae-E6055,Contig_78_260.828,0.20317173,0.8879853,chromosome
efae-E6055,Contig_79_620.702,0.0018555411,0.99970466,chromosome
efae-E6055,Contig_7_83.1175,0.0003403586,0.99962115,chromosome
efae-E6055,Contig_80_76.2326,0.00026510868,0.9996911,chromosome
efae-E6055,Contig_81_121.873,0.19146287,0.7842915,chromosome
efae-E6055,Contig_82_928.003,0.011964649,0.9990671,chromosome
efae-E6055,Contig_83_84.1609,0.011514633,0.98769915,chromosome
efae-E6055,Contig_84_92.5835,0.016630754,0.97915983,chromosome
efae-E6055,Contig_85_416.511,0.018461496,0.9946786,chromosome
efae-E6055,Contig_86_157.129,0.8867036,0.1915176,plasmid
efae-E6055,Contig_87_79.6592,0.00021667728,0.9997675,chromosome
efae-E6055,Contig_88_89.7536,0.0005233802,0.9994777,chromosome
efae-E6055,Contig_89_138.654,0.983158,0.033571813,plasmid
efae-E6055,Contig_8_62.791,0.0008122389,0.9990584,chromosome
efae-E6055,Contig_90_95.0378,0.9738884,0.050528843,plasmid
efae-E6055,Contig_91_79.0551,0.014809445,0.9827838,chromosome
efae-E6055,Contig_92_84.3701,0.00083776104,0.9991253,chromosome
efae-E6055,Contig_93_91.7614,0.0002751272,0.99968326,chromosome
efae-E6055,Contig_94_83.2595,0.11826241,0.8771989,chromosome
efae-E6055,Contig_95_75.2365,0.0028338928,0.99665534,chromosome
efae-E6055,Contig_96_73.7549,0.048483405,0.94423795,chromosome
efae-E6055,Contig_97_160.688,0.2670572,0.6912361,chromosome
efae-E6055,Contig_98_134.978,0.5925616,0.44083124,plasmid
efae-E6055,Contig_99_95.6272,0.010468647,0.98863274,chromosome
efae-E6055,Contig_9_72.6149,0.00020279874,0.9997682,chromosome
efae-E6055,Contig_111_67.6137:3p:1:19,0.029288448,0.99368674,chromosome
efae-E6055,Contig_111_67.6137:3p:1:24,0.0319333,0.9963595,chromosome
efae-E6055,Contig_111_67.6137:3p:1:26,0.031446088,0.9959804,chromosome
efae-E6055,Contig_112_679.017:3p:1:7,0.018667584,0.9891282,chromosome
efae-E6055,Contig_112_679.017:3p:1:11,0.01348614,0.9984269,chromosome
efae-E6055,Contig_113_199.61:5p:1:5,0.009548822,0.9872317,chromosome
efae-E6055,Contig_117_170.965:3p:1:8,0.037309155,0.99586236,chromosome
efae-E6055,Contig_118_483.728:3p:1:11,0.019018063,0.99847335,chromosome
efae-E6055,Contig_118_483.728:3p:1:26,0.08187995,0.9657715,chromosome
efae-E6055,Contig_119_67.7703:5p:1:6,0.04935494,0.9753372,chromosome
efae-E6055,Contig_119_67.7703:5p:1:7,0.04859315,0.97540116,chromosome
efae-E6055,Contig_119_67.7703:5p:1:8,0.043350995,0.9929262,chromosome
efae-E6055,Contig_119_67.7703:5p:1:12,0.05493272,0.97691125,chromosome
efae-E6055,Contig_119_67.7703:5p:1:15,0.064276405,0.9903058,chromosome
efae-E6055,Contig_119_67.7703:5p:1:17,0.0811795,0.9784962,chromosome
efae-E6055,Contig_119_67.7703:5p:1:19,0.07195935,0.9803843,chromosome
efae-E6055,Contig_11_69.1144:5p:1:17,0.048103657,0.98931396,chromosome
efae-E6055,Contig_11_69.1144:5p:1:21,0.031506285,0.99401146,chromosome
efae-E6055,Contig_123_829.297:5p:1:18,0.012027199,0.9965758,chromosome
efae-E6055,Contig_123_829.297:5p:1:19,0.030893935,0.993646,chromosome
efae-E6055,Contig_123_829.297:5p:1:20,0.008133589,0.9990408,chromosome
efae-E6055,Contig_123_829.297:5p:1:22,0.0065643243,0.99961334,chromosome
efae-E6055,Contig_123_829.297:5p:1:28,0.01934757,0.9953257,chromosome
efae-E6055,Contig_123_829.297:5p:1:30,0.012127217,0.99921954,chromosome
efae-E6055,Contig_128_96.2187:5p:1:4,0.011096004,0.9982261,chromosome
efae-E6055,Contig_129_96.7058:5p:1:8,0.017669234,0.99679035,chromosome
efae-E6055,Contig_129_96.7058:5p:1:9,0.013999375,0.997877,chromosome
efae-E6055,Contig_129_96.7058:5p:1:12,0.010096904,0.9953491,chromosome
